,name,coordinates,freguesia,concelho,cidade
1642,votingImage226,"('38.75412560862162', '-9.136624027499424')",São João de Brito,Lisboa,Lisboa
1643,votingImage227,"('38.7348674698437', '-9.176030768520375')",Campolide,Lisboa,Lisboa
1644,votingImage228,"('38.75967109923886', '-9.167329778587487')",Lumiar,Lisboa,Lisboa
1645,votingImage229,"('38.73752334132256', '-9.136709557678643')",None,Lisboa,Lisboa
1646,votingImage23,"('38.75369', '-9.197716')",Benfica,Lisboa,Lisboa
1647,votingImage230,"('38.7386229283789', '-9.160073312134884')",São Domingos de Benfica,Lisboa,Lisboa
1648,votingImage231,"('38.75675429782294', '-9.14561178608134')",São João de Brito,Lisboa,Lisboa
1649,votingImage232,"('38.76355950454738', '-9.10994275858507')",Olivais,Lisboa,Lisboa
1650,votingImage233,"('38.7298602', '-9.139441')",Arroios,Lisboa,Lisboa
1651,votingImage234,"('38.7359695', '-9.1190753')",Beato,Lisboa,Lisboa
1652,votingImage235,"('38.73634547929688', '-9.115519125437451')",Beato,Lisboa,Lisboa
1653,votingImage236,"('38.76669049568389', '-9.181471413893874')",Carnide,Lisboa,Lisboa
1654,votingImage237,"('38.76322875973426', '-9.138839116846455')",None,Lisboa,Lisboa
1655,votingImage238,"('38.77737344973089', '-9.146698734448144')",Charneca,Lisboa,Lisboa
1656,votingImage239,"('38.76016860650783', '-9.117508840150236')",Olivais,Lisboa,Lisboa
1657,votingImage24,"('38.73559132333703', '-9.178612765125328')",Campolide,Lisboa,Lisboa
1658,votingImage240,"('38.74146967773418', '-9.173724165109164')",São Domingos de Benfica,Lisboa,Lisboa
1659,votingImage241,"('38.7899076', '-9.1605186')",Charneca,Lisboa,Lisboa
1660,votingImage242,"('38.7489398', '-9.1918021')",Benfica,Lisboa,Lisboa
1661,votingImage243,"('38.74779623389975', '-9.111318550919542')",Marvila,Lisboa,Lisboa
1662,votingImage244,"('38.76889942938897', '-9.163001411271022')",Lumiar,Lisboa,Lisboa
1663,votingImage245,"('38.75071201455925', '-9.195120754367288')",Benfica,Lisboa,Lisboa
1664,votingImage246,"('38.7532062', '-9.144216')",São João de Brito,Lisboa,Lisboa
1665,votingImage247,"('38.72352202981524', '-9.15540004309406')",None,Lisboa,Lisboa
1666,votingImage248,"('38.74766045471569', '-9.14099528104502')",Alvalade,Lisboa,Lisboa
1667,votingImage249,"('38.73340327586801', '-9.146809852345887')",São Sebastião da Pedreira,Lisboa,Lisboa
1668,votingImage25,"('38.77291602467256', '-9.119716382503821')",Olivais,Lisboa,Lisboa
1669,votingImage250,"('38.7711606', '-9.1555167')",Lumiar,Lisboa,Lisboa
1670,votingImage251,"('38.7571408957049', '-9.149839859979977')",São João de Brito,Lisboa,Lisboa
1671,votingImage252,"('38.77360560275839', '-9.160715930674314')",Lumiar,Lisboa,Lisboa
1672,votingImage253,"('38.75425478309262', '-9.134738343761505')",São João de Brito,Lisboa,Lisboa
1673,votingImage254,"('38.74791794778616', '-9.170771555636408')",São Domingos de Benfica,Lisboa,Lisboa
1674,votingImage255,"('38.75444987795908', '-9.115096121887715')",Marvila,Lisboa,Lisboa
1675,votingImage256,"('38.72764783813273', '-9.132882245552533')",Arroios,Lisboa,Lisboa
1676,votingImage257,"('38.7654079143625', '-9.172769659579483')",Lumiar,Lisboa,Lisboa
1677,votingImage258,"('38.75088231745926', '-9.184639951027064')",São Domingos de Benfica,Lisboa,Lisboa
1678,votingImage259,"('38.7428088', '-9.1539919')",São Sebastião da Pedreira,Lisboa,Lisboa
1679,votingImage26,"('38.74419059969524', '-9.118058468211176')",Marvila,Lisboa,Lisboa
1680,votingImage260,"('38.7391373', '-9.1591107')",São Domingos de Benfica,Lisboa,Lisboa
1681,votingImage261,"('38.73750583178646', '-9.143881248819396')",São Sebastião da Pedreira,Lisboa,Lisboa
1682,votingImage262,"('38.73966643726763', '-9.180576015612047')",None,Lisboa,Lisboa
1683,votingImage263,"('38.75966446740011', '-9.180820047890409')",Carnide,Lisboa,Lisboa
1684,votingImage264,"('38.74612355243504', '-9.140571645286176')",Alvalade,Lisboa,Lisboa
1685,votingImage265,"('38.7735336', '-9.1226416')",Olivais,Lisboa,Lisboa
1686,votingImage266,"('38.74279586813556', '-9.15645580497276')",São Sebastião da Pedreira,Lisboa,Lisboa
1687,votingImage267,"('38.76125155125033', '-9.191040615197915')",Carnide,Lisboa,Lisboa
1688,votingImage268,"('38.7410965', '-9.1344549')",None,Lisboa,Lisboa
1689,votingImage269,"('38.75655680849486', '-9.171479206084648')",São Domingos de Benfica,Lisboa,Lisboa
1690,votingImage27,"('38.7535832', '-9.1967706')",Benfica,Lisboa,Lisboa
1691,votingImage270,"('38.74970427520343', '-9.143731530949953')",Alvalade,Lisboa,Lisboa
1692,votingImage271,"('38.73760023943456', '-9.150126109948587')",São Sebastião da Pedreira,Lisboa,Lisboa
1693,votingImage272,"('38.74955147863437', '-9.161306333746495')",None,Lisboa,Lisboa
1694,votingImage273,"('38.7619744', '-9.152871')",Lumiar,Lisboa,Lisboa
1695,votingImage274,"('38.7664616375294', '-9.178217644061986')",Carnide,Lisboa,Lisboa
1696,votingImage275,"('38.74571286193685', '-9.137684098346925')",Alvalade,Lisboa,Lisboa
1697,votingImage276,"('38.75029722610138', '-9.190666770550862')",Benfica,Lisboa,Lisboa
1698,votingImage277,"('38.76626573649194', '-9.18051041572749')",Carnide,Lisboa,Lisboa
1699,votingImage278,"('38.75481473749355', '-9.185949139053635')",Carnide,Lisboa,Lisboa
1700,votingImage279,"('38.7438549', '-9.1211054')",Marvila,Lisboa,Lisboa
1701,votingImage28,"('38.76256540000001', '-9.1738961')",Lumiar,Lisboa,Lisboa
1702,votingImage280,"('38.7651786', '-9.1870593')",Carnide,Lisboa,Lisboa
1703,votingImage281,"('38.7760326', '-9.1645904')",Lumiar,Lisboa,Lisboa
1704,votingImage282,"('38.79077666489657', '-9.145996094636258')",None,Lisboa,"Camarate, Unhos e Apelação"
1705,votingImage283,"('38.74139539942811', '-9.18862786103666')",Benfica,Lisboa,Lisboa
1706,votingImage284,"('38.74393425865697', '-9.125030018509392')",None,Lisboa,Lisboa
1707,votingImage285,"('38.76295569410779', '-9.140142884960355')",São João de Brito,Lisboa,Lisboa
1708,votingImage286,"('38.74080189652344', '-9.149301930212248')",São Sebastião da Pedreira,Lisboa,Lisboa
1709,votingImage287,"('38.74721945129688', '-9.147874314926142')",Alvalade,Lisboa,Lisboa
1710,votingImage288,"('38.78576881644992', '-9.147471143178414')",Charneca,Lisboa,Lisboa
1711,votingImage289,"('38.740365', '-9.1561173')",São Sebastião da Pedreira,Lisboa,Lisboa
1712,votingImage29,"('38.75938507754657', '-9.115751863831884')",None,Lisboa,Lisboa
1713,votingImage290,"('38.7507504', '-9.1410338')",Alvalade,Lisboa,Lisboa
1714,votingImage291,"('38.76040733590955', '-9.15324163360602')",São João de Brito,Lisboa,Lisboa
1715,votingImage292,"('38.7603705269486', '-9.193874373775841')",Carnide,Lisboa,Lisboa
1716,votingImage293,"('38.75426087265109', '-9.141602174189133')",São João de Brito,Lisboa,Lisboa
1717,votingImage294,"('38.74733715250015', '-9.117218327692278')",Marvila,Lisboa,Lisboa
1718,votingImage295,"('38.74653635093739', '-9.141484428981926')",Alvalade,Lisboa,Lisboa
1719,votingImage296,"('38.76046195194222', '-9.155533121528407')",Lumiar,Lisboa,Lisboa
1720,votingImage297,"('38.76738845528346', '-9.189265103827324')",Carnide,Lisboa,Lisboa
1721,votingImage298,"('38.7507204450415', '-9.12792082564701')",None,Lisboa,Lisboa
1722,votingImage299,"('38.74062496867254', '-9.133551319504722')",None,Lisboa,Lisboa
1723,votingImage3,"('38.77900043495775', '-9.157094072444641')",Charneca,Lisboa,Lisboa
1724,votingImage30,"('38.7517444948345', '-9.180096527506304')",São Domingos de Benfica,Lisboa,Lisboa
1725,votingImage300,"('38.7649743', '-9.1128386')",Olivais,Lisboa,Lisboa
1726,votingImage301,"('38.74832100468592', '-9.18981418787719')",São Domingos de Benfica,Lisboa,Lisboa
1727,votingImage302,"('38.73312678388749', '-9.127658803948467')",Penha de França,Lisboa,Lisboa
1728,votingImage303,"('38.78044590635202', '-9.18410802046461')",None,Lisboa,None
1729,votingImage304,"('38.76325461652424', '-9.157257693855493')",Lumiar,Lisboa,Lisboa
1730,votingImage305,"('38.74920546059287', '-9.196439605512928')",Benfica,Lisboa,Lisboa
1731,votingImage306,"('38.76217164364738', '-9.120345516729913')",Olivais,Lisboa,Lisboa
1732,votingImage307,"('38.7669406', '-9.163268')",Lumiar,Lisboa,Lisboa
1733,votingImage308,"('38.7579002', '-9.1159352')",Marvila,Lisboa,Lisboa
1734,votingImage309,"('38.74113495317949', '-9.143114480659799')",São Sebastião da Pedreira,Lisboa,Lisboa
1735,votingImage31,"('38.74906671749633', '-9.109084908168')",Marvila,Lisboa,Lisboa
1736,votingImage310,"('38.76617167233859', '-9.186948862264908')",Carnide,Lisboa,Lisboa
1737,votingImage311,"('38.73982833352235', '-9.194506677657055')",Benfica,Lisboa,Lisboa
1738,votingImage312,"('38.752437', '-9.1795117')",São Domingos de Benfica,Lisboa,Lisboa
1739,votingImage313,"('38.72247412243799', '-9.155815590113034')",None,Lisboa,Lisboa
1740,votingImage314,"('38.76787301332922', '-9.115496561286992')",Olivais,Lisboa,Lisboa
1741,votingImage315,"('38.73730370046894', '-9.133899480449827')",None,Lisboa,Lisboa
1742,votingImage316,"('38.76733164583644', '-9.149325621254834')",Lumiar,Lisboa,Lisboa
1743,votingImage317,"('38.7563548075084', '-9.189018054789258')",Carnide,Lisboa,Lisboa
1744,votingImage318,"('38.74336062683903', '-9.116876288074504')",Marvila,Lisboa,Lisboa
1745,votingImage319,"('38.76261018161143', '-9.134844576692903')",São João de Brito,Lisboa,Lisboa
1746,votingImage32,"('38.73579517292462', '-9.150323376554836')",São Sebastião da Pedreira,Lisboa,Lisboa
1747,votingImage320,"('38.76190977436416', '-9.11552093268544')",Olivais,Lisboa,Lisboa
1748,votingImage321,"('38.7240911', '-9.1603707')",Santa Isabel,Lisboa,Lisboa
1749,votingImage322,"('38.77405087264497', '-9.147306407646813')",Lumiar,Lisboa,Lisboa
1750,votingImage323,"('38.76129056594129', '-9.121290799163972')",Olivais,Lisboa,Lisboa
1751,votingImage324,"('38.72733853452405', '-9.14769147054222')",None,Lisboa,Lisboa
1752,votingImage325,"('38.7614994', '-9.1281277')",None,Lisboa,Lisboa
1753,votingImage326,"('38.7752261451659', '-9.162042182342784')",Lumiar,Lisboa,Lisboa
1754,votingImage327,"('38.76673326067501', '-9.1567712216996')",Lumiar,Lisboa,Lisboa
1755,votingImage328,"('38.76581878300434', '-9.113281497542607')",Olivais,Lisboa,Lisboa
1756,votingImage329,"('38.72745956729633', '-9.133206224226868')",Arroios,Lisboa,Lisboa
1757,votingImage33,"('38.72774010552457', '-9.143107561176521')",Arroios,Lisboa,Lisboa
1758,votingImage330,"('38.74745195394789', '-9.152616754332797')",None,Lisboa,Lisboa
1759,votingImage331,"('38.76762468304375', '-9.12345149830716')",Olivais,Lisboa,Lisboa
1760,votingImage332,"('38.73403166258183', '-9.13411370003726')",Arroios,Lisboa,Lisboa
1761,votingImage333,"('38.73572229705743', '-9.14539911719504')",São Sebastião da Pedreira,Lisboa,Lisboa
1762,votingImage334,"('38.7849449', '-9.1742213')",None,Lisboa,None
1763,votingImage335,"('38.76555407225005', '-9.120390041544017')",Olivais,Lisboa,Lisboa
1764,votingImage336,"('38.7829038', '-9.1257505')",None,Lisboa,Sacavém e Prior Velho
1765,votingImage337,"('38.7734495', '-9.1131945')",Olivais,Lisboa,Lisboa
1766,votingImage338,"('38.77928358467181', '-9.168666423692823')",Lumiar,Lisboa,Lisboa
1767,votingImage339,"('38.74348746521736', '-9.153911978624203')",None,Lisboa,Lisboa
1768,votingImage34,"('38.7655597684932', '-9.156632180894228')",Lumiar,Lisboa,Lisboa
1769,votingImage340,"('38.7812542033916', '-9.159318698668303')",Charneca,Lisboa,Lisboa
1770,votingImage341,"('38.76380288252765', '-9.109434581734599')",Olivais,Lisboa,Lisboa
1771,votingImage342,"('38.7739244', '-9.1222466')",Olivais,Lisboa,Lisboa
1772,votingImage343,"('38.73121892953295', '-9.169392831962163')",Campolide,Lisboa,Lisboa
1773,votingImage344,"('38.74418882068453', '-9.17488661426442')",São Domingos de Benfica,Lisboa,Lisboa
1774,votingImage345,"('38.7411957', '-9.1360015')",None,Lisboa,Lisboa
1775,votingImage346,"('38.73851531170265', '-9.158328065238496')",Campolide,Lisboa,Lisboa
1776,votingImage347,"('38.74034572341797', '-9.17807855492188')",None,Lisboa,Lisboa
1777,votingImage348,"('38.76440213842382', '-9.1219085727058')",Olivais,Lisboa,Lisboa
1778,votingImage349,"('38.73655225618224', '-9.181896627171131')",São Domingos de Benfica,Lisboa,Lisboa
1779,votingImage35,"('38.76337557392574', '-9.197291828255118')",Carnide,Lisboa,Lisboa
1780,votingImage350,"('38.76795196469101', '-9.176844992615429')",Carnide,Lisboa,Lisboa
1781,votingImage351,"('38.75727934857257', '-9.179217413934738')",Carnide,Lisboa,Lisboa
1782,votingImage352,"('38.72306802669753', '-9.14892234025519')",None,Lisboa,Lisboa
1783,votingImage353,"('38.75278615492506', '-9.181879027145891')",São Domingos de Benfica,Lisboa,Lisboa
1784,votingImage354,"('38.75682168269338', '-9.196493872124611')",Benfica,Lisboa,Lisboa
1785,votingImage355,"('38.75357403025964', '-9.181575767889383')",São Domingos de Benfica,Lisboa,Lisboa
1786,votingImage356,"('38.76355744644219', '-9.16578544329192')",Lumiar,Lisboa,Lisboa
1787,votingImage357,"('38.7279038876595', '-9.155227678421944')",São Sebastião da Pedreira,Lisboa,Lisboa
1788,votingImage358,"('38.74648140789234', '-9.169492076231677')",São Domingos de Benfica,Lisboa,Lisboa
1789,votingImage359,"('38.7342151', '-9.1236538')",São João,Lisboa,Lisboa
1790,votingImage36,"('38.73515688519903', '-9.143146262339302')",São Sebastião da Pedreira,Lisboa,Lisboa
1791,votingImage360,"('38.7473614', '-9.1449779')",Alvalade,Lisboa,Lisboa
1792,votingImage361,"('38.74784775858716', '-9.151254477887084')",None,Lisboa,Lisboa
1793,votingImage362,"('38.742999953323', '-9.146780540251306')",São Sebastião da Pedreira,Lisboa,Lisboa
1794,votingImage363,"('38.7201109064011', '-9.14917256474581')",None,Lisboa,Lisboa
1795,votingImage364,"('38.771892', '-9.1194138')",Olivais,Lisboa,Lisboa
1796,votingImage365,"('38.74919257477858', '-9.172138968506214')",São Domingos de Benfica,Lisboa,Lisboa
1797,votingImage366,"('38.7501270207347', '-9.143236967384064')",Alvalade,Lisboa,Lisboa
1798,votingImage367,"('38.75723951078751', '-9.16557033243711')",Lumiar,Lisboa,Lisboa
1799,votingImage368,"('38.74468361730895', '-9.13328254685196')",None,Lisboa,Lisboa
1800,votingImage369,"('38.7812996', '-9.1813871')",None,Lisboa,None
1801,votingImage37,"('38.72693514823006', '-9.147451528781746')",None,Lisboa,Lisboa
1802,votingImage370,"('38.75806278964617', '-9.160163255405426')",None,Lisboa,Lisboa
1803,votingImage371,"('38.74331140322676', '-9.136547089793597')",None,Lisboa,Lisboa
1804,votingImage372,"('38.75781571911993', '-9.172170127341372')",São Domingos de Benfica,Lisboa,Lisboa
1805,votingImage373,"('38.79018585249719', '-9.14865331476021')",Charneca,Lisboa,Lisboa
1806,votingImage374,"('38.76567466316168', '-9.153992002224463')",Lumiar,Lisboa,Lisboa
1807,votingImage375,"('38.76221508163182', '-9.145703199081082')",São João de Brito,Lisboa,Lisboa
1808,votingImage376,"('38.74747666826645', '-9.167908115635168')",São Domingos de Benfica,Lisboa,Lisboa
1809,votingImage377,"('38.72851451404363', '-9.1582301190708')",Campolide,Lisboa,Lisboa
1810,votingImage378,"('38.74421587425313', '-9.193575132946052')",Benfica,Lisboa,Lisboa
1811,votingImage379,"('38.73959733576265', '-9.156691115072858')",São Sebastião da Pedreira,Lisboa,Lisboa
1812,votingImage38,"('38.75775731016149', '-9.162917422264965')",Lumiar,Lisboa,Lisboa
1813,votingImage380,"('38.75128772129249', '-9.13350837462317')",São João de Brito,Lisboa,Lisboa
1814,votingImage381,"('38.73847996723924', '-9.14017007467066')",None,Lisboa,Lisboa
1815,votingImage382,"('38.75004131526637', '-9.179131803402772')",São Domingos de Benfica,Lisboa,Lisboa
1816,votingImage383,"('38.72168683897027', '-9.158949191093832')",Santa Isabel,Lisboa,Lisboa
1817,votingImage384,"('38.76777632150634', '-9.18026348000085')",Carnide,Lisboa,Lisboa
1818,votingImage385,"('38.74301883101437', '-9.144631028828059')",None,Lisboa,Lisboa
1819,votingImage386,"('38.72634105458073', '-9.164812162557672')",Campolide,Lisboa,Lisboa
1820,votingImage387,"('38.75451694916781', '-9.150930546696078')",São João de Brito,Lisboa,Lisboa
1821,votingImage388,"('38.74799624099164', '-9.180571616018161')",São Domingos de Benfica,Lisboa,Lisboa
1822,votingImage389,"('38.787321732552', '-9.171047374215862')",Olival Basto,Lisboa,Póvoa de Santo Adrião e Olival Basto
1823,votingImage39,"('38.75631669002931', '-9.155189554657426')",São João de Brito,Lisboa,Lisboa
1824,votingImage390,"('38.75879963506281', '-9.157200442345356')",None,Lisboa,Lisboa
1825,votingImage391,"('38.74160604670157', '-9.12968755202339')",None,Lisboa,Lisboa
1826,votingImage392,"('38.72600856087988', '-9.164173795364984')",Campolide,Lisboa,Lisboa
1827,votingImage393,"('38.77068552565625', '-9.168608143644445')",Lumiar,Lisboa,Lisboa
1828,votingImage394,"('38.76082275745576', '-9.151285371716435')",São João de Brito,Lisboa,Lisboa
1829,votingImage395,"('38.77365432279116', '-9.172339053576183')",Lumiar,Lisboa,Lisboa
1830,votingImage396,"('38.7449554', '-9.1686157')",São Domingos de Benfica,Lisboa,Lisboa
1831,votingImage397,"('38.75308923336775', '-9.15859864948453')",None,Lisboa,Lisboa
1832,votingImage398,"('38.77359463949018', '-9.182630074552474')",Carnide,Lisboa,Lisboa
1833,votingImage399,"('38.74943952335955', '-9.137464725332165')",Alvalade,Lisboa,Lisboa
1834,votingImage4,"('38.7607443', '-9.1581009')",Lumiar,Lisboa,Lisboa
1835,votingImage40,"('38.74113655745158', '-9.14765986077867')",São Sebastião da Pedreira,Lisboa,Lisboa
1836,votingImage400,"('38.73192096121799', '-9.141916600035515')",Arroios,Lisboa,Lisboa
1837,votingImage401,"('38.75349735441023', '-9.180752869288009')",São Domingos de Benfica,Lisboa,Lisboa
1838,votingImage402,"('38.78240354626356', '-9.184182514250887')",None,Lisboa,None
1839,votingImage403,"('38.75400984624324', '-9.141468116132678')",São João de Brito,Lisboa,Lisboa
1840,votingImage404,"('38.76256540000001', '-9.1738961')",Lumiar,Lisboa,Lisboa
1841,votingImage405,"('38.73438549910529', '-9.138925967748094')",Arroios,Lisboa,Lisboa
1842,votingImage406,"('38.74834153876175', '-9.138240937778727')",Alvalade,Lisboa,Lisboa
1843,votingImage407,"('38.77614499242696', '-9.17744126494156')",None,Lisboa,Lisboa
1844,votingImage408,"('38.764742', '-9.165845')",Lumiar,Lisboa,Lisboa
1845,votingImage409,"('38.7710725216559', '-9.112514050594008')",Olivais,Lisboa,Lisboa
1846,votingImage41,"('38.74488435069729', '-9.174987307287163')",São Domingos de Benfica,Lisboa,Lisboa
1847,votingImage410,"('38.7590854', '-9.1151707')",None,Lisboa,Lisboa
1848,votingImage411,"('38.7521063', '-9.1722605')",São Domingos de Benfica,Lisboa,Lisboa
1849,votingImage412,"('38.76032842458138', '-9.115624600187113')",Olivais,Lisboa,Lisboa
1850,votingImage413,"('38.75070718139669', '-9.197467176554973')",Benfica,Lisboa,Lisboa
1851,votingImage414,"('38.76696925447086', '-9.147027254513157')",Charneca,Lisboa,Lisboa
1852,votingImage415,"('38.74796804232415', '-9.17570947111183')",São Domingos de Benfica,Lisboa,Lisboa
1853,votingImage416,"('38.76593711896183', '-9.15746420672409')",Lumiar,Lisboa,Lisboa
1854,votingImage417,"('38.74194615527755', '-9.116797286332064')",Marvila,Lisboa,Lisboa
1855,votingImage418,"('38.75799447615673', '-9.188339577126843')",Carnide,Lisboa,Lisboa
1856,votingImage419,"('38.76881988211315', '-9.114860258710483')",Olivais,Lisboa,Lisboa
