ACCIDENTNU,ACCIDENTDA,ACCIDENT_L,IMPACT_LOC,COLLISION_,ENVIRONMEN,LIGHT,geo,N_SIGNS,TRAFFIC_VOLUME,ADVANCE CROSSING MARKING,BIKE BOX,BIKE/EDGE LINE,CENTRE LINE,CROSSWALK LINE,GREEN SHARED-USE,LANE DIVIDER,RR TRACK STOP LINE,SCHOOL CROSSWALK LINE,SHARROW,SPEED HUMP,STOP LINE,TRAIL CROSSING,TURNING ARROW,TWO WAY LEFT TURN,YIELD LINE,TOTAL_MARKINGS,avg_lanes,avg_pav_with,avg_row_width,avg_off_class,avg_speed_limit,avg_shape_length
09-229637,2009-11-19,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4492069946382 43.4572485228279),7,6402.0,0,0,71,56,10,0,40,0,0,0,0,63,0,57,0,0,297,123,497.0,1075.0,192,1800,7255.954876161937
09-230054,2009-11-20,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.442355232449 43.4188870618104),7,3968.0,0,0,0,35,7,0,29,0,0,0,0,32,0,34,0,0,137,84,319.0,532.0,145,1180,6519.914723696092
09-229997,2009-11-20,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4674946630256 43.4668843052427),2,0,3,0,10,32,9,0,8,2,0,0,0,34,1,5,0,0,104,69,301.0,1067.0,148,1450,7408.641365275408
09-230080,2009-11-20,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4834355873955 43.4473369881122),15,247638.0,2,0,1,56,20,0,29,0,0,31,0,75,0,44,0,0,258,191,747.0,2374.0,310,2800,10214.218710232433
09-243334,2009-11-21,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4665628382578 43.4321661187381),0,0,0,0,0,12,4,0,1,0,1,0,24,17,0,9,0,0,68,27,123.0,246.0,60,600,1999.7805665454407
09-231248,2009-11-22,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4945512410027 43.4517300053535),11,24794.0,1,0,1,30,21,0,6,0,0,27,2,53,0,18,0,2,161,62,315.0,532.0,158,1350,3378.0197359478975
09-232381,2009-11-23,01-Non intersection,09-Right shoulder,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.52706019901539 43.4427822320355),0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,12,8,36.0,75.0,24,200,1212.5988844193903
09-232944,2009-11-24,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4662220764058 43.3919732819579),4,0.0,0,0,46,41,6,0,97,0,0,0,0,47,0,69,0,0,306,128,570.0,1335.0,226,2300,12517.593730533112
09-232919,2009-11-24,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.49844588226441 43.4662131520451),0,0,0,0,30,42,18,0,12,0,0,2,0,43,0,18,0,0,165,70,305.0,618.0,96,1300,3527.4444774055037
09-234037,2009-11-26,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4427608167813 43.421076613897),7,3968.0,0,0,0,34,6,0,29,0,0,0,0,30,0,34,0,0,133,81,306.0,512.0,139,1130,5783.215041060032
09-233931,2009-11-26,04-At/near private drive,11-Not on roadway - right side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49371453237541 43.4353807580731),0,0,0,0,0,28,17,0,16,0,3,0,0,46,0,22,0,0,132,53,244.0,553.0,135,1190,3975.5862755363432
09-234829,2009-11-27,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.441186740804 43.4244357680055),0,0,2,0,6,35,5,0,10,0,0,0,0,41,0,12,0,0,111,42,197.0,368.0,120,1000,3635.445010515901
09-235287,2009-11-28,01-Non intersection,09-Right shoulder,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.50173744302739 43.455783519613),0,0,1,0,0,37,5,0,0,2,0,0,16,36,0,0,0,0,97,38,162.0,363.0,100,950,2822.458498864922
09-235301,2009-11-28,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
09-235456,2009-11-28,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4492069946382 43.4572485228279),7,6402.0,0,0,71,56,10,0,40,0,0,0,0,63,0,57,0,0,297,123,497.0,1075.0,192,1800,7255.954876161937
09-235613,2009-11-28,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.49977314983801 43.4223619436422),0,0,0,0,0,4,0,0,0,0,0,0,8,7,0,0,0,0,19,15,86.0,164.0,48,400,1208.3802733002972
09-236238,2009-11-29,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.48762509100079 43.4607286002254),0,0,3,0,0,41,14,0,0,2,1,2,0,39,0,0,0,0,102,52,219.0,503.0,146,1300,3537.2563413541557
09-236197,2009-11-29,01-Non intersection,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4834355873955 43.4473369881122),15,247638.0,2,0,1,56,20,0,29,0,0,31,0,75,0,44,0,0,258,191,747.0,2374.0,310,2800,10214.218710232433
09-236143,2009-11-29,03-At intersection,01-Within intersection,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.4891295264013 43.4498134655479),15,247638.0,2,0,1,64,25,0,29,0,0,25,0,79,0,50,0,0,275,193,764.0,2392.0,310,2850,10225.855166940457
09-236850,2009-11-30,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4891295264013 43.4498134655479),15,247638.0,2,0,1,64,25,0,29,0,0,25,0,79,0,50,0,0,275,193,764.0,2392.0,310,2850,10225.855166940457
09-236572,2009-11-30,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.487668671376 43.4491836478073),17,268984.0,2,0,5,80,41,0,41,0,0,26,0,99,0,55,0,0,349,286,1115.0,2999.0,453,4100,13080.467063064689
09-236713,2009-11-30,04-At/near private drive,04-Right turn lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4436508156692 43.4223647048183),0,0,2,0,6,42,8,0,27,0,0,0,0,49,0,38,0,0,172,77,331.0,538.0,175,1430,6022.506618333187
09-237379,2009-12-01,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.441186740804 43.4244357680055),0,0,2,0,6,35,5,0,10,0,0,0,0,41,0,12,0,0,111,42,197.0,368.0,120,1000,3635.445010515901
09-238252,2009-12-02,02-Intersection related,02-Thru lane,INTERSECTION,02-Rain,07-Dark,MULTIPOINT (-80.50187664038 43.4383712114967),0,0,0,1,26,35,24,4,15,0,0,0,0,52,0,37,14,0,208,105,462.0,944.0,150,1930,4635.305245528912
09-237864,2009-12-02,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5110219089819 43.4019409820899),0,0,0,0,0,14,0,0,1,0,1,0,0,17,0,1,0,0,34,48,229.0,464.0,108,1190,3320.348244966735
09-237780,2009-12-02,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.44206243480259 43.3945000745912),5,0,0,0,31,69,3,0,22,0,3,0,20,51,0,41,0,0,240,99,388.0,948.0,169,1750,7299.504040116015
09-238672,2009-12-02,02-Intersection related,11-Not on roadway - right side,INTERSECTION,04-Freezing Rain,01-Daylight,MULTIPOINT (-80.4619965700431 43.3964150281959),1,0.0,0,0,13,24,2,0,56,0,0,0,0,29,0,44,0,0,168,56,284.0,832.0,160,1350,7081.886457076739
09-237971,2009-12-02,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4327523661115 43.4356051542459),0,0,0,0,0,26,3,0,2,0,0,0,12,32,0,2,0,0,77,34,155.0,330.0,84,850,2017.5542919869185
09-238657,2009-12-03,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4847723971275 43.4414431760668),0,16866.0,0,0,0,42,32,0,19,1,1,0,0,68,0,30,0,0,193,156,618.0,1510.0,269,2400,7510.69340285683
09-239787,2009-12-05,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4954659069388 43.4520132635403),9,24794.0,1,0,1,26,16,0,4,0,0,27,2,44,0,15,0,2,138,62,280.0,496.0,146,1250,3188.6177543493127
09-240693,2009-12-06,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4570027826777 43.4267869223807),0,0,0,0,0,13,4,0,0,0,1,0,24,11,0,0,0,0,53,16,72.0,160.0,48,380,1567.6727453348913
09-240724,2009-12-06,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4473790780077 43.4353054339352),8,58274.0,0,0,0,59,28,0,14,1,0,3,0,73,0,18,0,0,196,191,717.0,1239.0,309,2700,7454.1925017065505
09-240804,2009-12-06,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4891713228795 43.4333315050954),0,0,0,0,2,24,15,2,6,0,0,0,0,33,0,9,0,0,91,35,190.0,399.0,78,850,2535.138053197673
09-240695,2009-12-06,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4853559379264 43.4355653140508),1,0,4,0,4,23,8,0,6,3,0,0,0,25,0,14,0,0,87,33,153.0,309.0,70,850,3008.4837329268075
09-241475,2009-12-07,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.43377247912839 43.394153178666),0,0,0,0,9,26,0,0,12,0,1,0,28,24,0,24,0,0,124,41,160.0,326.0,57,650,2878.423958754819
09-241439,2009-12-07,03-At intersection,02-Thru lane,INTERSECTION,99-Other,03-Dawn,MULTIPOINT (-80.4596898317841 43.4015842265866),0,0,0,0,3,14,0,0,10,0,0,0,0,20,0,28,0,0,75,32,153.0,244.0,48,600,3448.186954095393
09-241464,2009-12-07,04-At/near private drive,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4408106371159 43.4094336646456),0,0,2,0,2,34,5,0,21,2,0,0,0,37,0,46,0,0,149,67,267.0,469.0,139,1130,6158.240083617288
09-242107,2009-12-08,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5116011822396 43.4394863443251),3,36024.0,0,0,1,28,15,3,22,0,0,0,0,42,0,32,0,0,143,86,303.5,725.0,156,1300,6980.34597883743
09-241814,2009-12-08,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4490084044842 43.4247670854422),0,0,0,0,0,37,5,0,17,0,0,0,0,38,0,26,0,0,123,69,286.0,510.0,157,1280,4821.835392471106
09-241719,2009-12-08,03-At intersection,08-Left shoulder,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4904019506895 43.4503232973023),10,24794.0,1,0,0,23,15,0,3,0,0,17,0,39,0,13,0,0,111,52,244.0,406.0,128,1100,2788.9996899800103
09-242255,2009-12-08,03-At intersection,03-Left turn lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.51655643793821 43.4567952246049),1,0,2,0,0,36,3,0,24,2,0,4,0,61,0,50,0,0,182,68,238.0,505.0,134,1200,3176.9017866941394
09-242551,2009-12-08,01-Non intersection,02-Thru lane,INTERSECTION,"07-Fog, mist, smoke, dust",05-Dusk,MULTIPOINT (-80.51409839934421 43.447422209726),0,0,0,3,45,39,31,9,26,0,0,0,0,51,0,93,15,0,312,82,332.0,604.0,83,1200,3814.9456334585548
09-242680,2009-12-09,01-Non intersection,11-Not on roadway - right side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.43218303787521 43.4005429518016),0,0,0,0,1,18,0,0,0,0,0,0,4,16,0,0,0,0,39,26,115.0,247.0,82,560,3228.158205089403
09-242999,2009-12-09,01-Non intersection,11-Not on roadway - right side,INTERSECTION,03-Snow,"02-Daylight, artificial",MULTIPOINT (-80.4959238568578 43.434439835205),0,0,0,0,0,31,18,0,16,0,1,0,0,45,0,22,0,0,133,49,232.0,505.0,117,1100,3600.457161497318
09-243403,2009-12-09,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.529700358124 43.4198651875031),0,0,0,0,15,47,1,0,6,0,0,0,0,40,0,14,0,0,123,102,403.0,781.0,132,1420,3720.283208528666
09-242796,2009-12-09,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.42864997837781 43.3956290840894),0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,16,12,56.0,112.0,36,300,1599.933059128612
09-243173,2009-12-10,02-Intersection related,01-Within intersection,INTERSECTION,03-Snow,"02-Daylight, artificial",MULTIPOINT (-80.51255211457099 43.4242563770685),0,0,0,0,0,23,2,0,3,0,2,0,24,20,0,10,0,0,84,26,135.0,260.0,60,650,2618.745604899823
09-243191,2009-12-10,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4144951232575 43.4324796190296),0,0,0,0,0,25,0,0,1,1,0,0,4,24,0,1,0,0,56,38,183.0,395.0,88,950,3422.2611567602503
09-243167,2009-12-10,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4918407299816 43.4126477668528),0,0,0,0,56,31,2,0,30,1,1,0,28,26,0,5,0,22,202,72,325.0,749.0,112,1340,4969.586667889505
09-243185,2009-12-10,01-Non intersection,10-Not on roadway - left side,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4853559379264 43.4355653140508),1,0,4,0,4,23,8,0,6,3,0,0,0,25,0,14,0,0,87,33,153.0,309.0,70,850,3008.4837329268075
09-243233,2009-12-10,01-Non intersection,09-Right shoulder,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5203154868332 43.4037997051444),0,0,0,0,0,13,0,0,1,0,1,0,0,16,0,1,0,0,32,52,251.0,512.0,120,1290,3303.0091866817784
09-243248,2009-12-10,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.48638442541829 43.4062101158515),0,0,0,0,0,30,1,0,1,0,0,0,0,35,0,1,0,0,68,61,317.0,612.0,128,1540,3213.929921859629
09-244070,2009-12-11,07-Overpass or bridge,02-Thru lane,INTERSECTION,05-Drifting Snow,"08-Dark, artificial",MULTIPOINT (-80.4488113516943 43.4081533587516),0,5774.0,2,0,2,12,5,0,4,2,0,0,0,16,0,26,0,6,75,55,195.0,580.0,96,780,5043.968283976958
09-243863,2009-12-11,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4436508156692 43.4223647048183),0,0,2,0,6,42,8,0,27,0,0,0,0,49,0,38,0,0,172,77,331.0,538.0,175,1430,6022.506618333187
09-243910,2009-12-11,01-Non intersection,09-Right shoulder,INTERSECTION,05-Drifting Snow,07-Dark,MULTIPOINT (-80.4959238568578 43.434439835205),0,0,0,0,0,31,18,0,16,0,1,0,0,45,0,22,0,0,133,49,232.0,505.0,117,1100,3600.457161497318
09-244010,2009-12-11,04-At/near private drive,12-Off highway,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4843209711274 43.4353693083851),1,0,4,0,4,26,10,0,6,3,0,0,0,29,0,14,0,0,96,39,178.0,363.0,88,1000,3297.467486626323
09-244426,2009-12-11,04-At/near private drive,02-Thru lane,INTERSECTION,06-Strong wind,01-Daylight,MULTIPOINT (-80.4486658521336 43.4450974719046),1,0,0,0,0,26,9,0,8,0,0,0,0,24,0,5,0,0,72,37,187.0,362.0,108,900,2411.604401233788
09-245927,2009-12-11,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.5076152489514 43.3790061636425),0,0.0,0,0,12,29,4,0,53,0,0,0,0,29,0,39,0,0,166,122,522.0,,271,2730,15708.18054280111
09-243850,2009-12-11,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.48427276411419 43.4481298643401),0,0,0,0,0,5,2,0,0,0,0,0,0,6,0,0,0,0,13,12,51.0,74.0,46,350,540.3516928464464
09-245237,2009-12-12,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.5217049439768 43.4292899188602),0,0,0,1,26,37,17,4,14,0,0,0,0,48,0,37,14,0,198,105,473.0,953.0,150,1940,4710.367895047482
09-244868,2009-12-12,01-Non intersection,10-Not on roadway - left side,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4759846342034 43.3889716294719),0,0,0,0,0,10,0,0,1,0,0,0,0,10,0,0,0,0,21,18,90.0,178.0,54,450,1524.125724775395
09-244773,2009-12-12,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.48531396557399 43.4481846206201),15,247638.0,2,0,1,54,22,0,27,0,0,25,0,72,0,42,0,0,245,191,747.0,2369.0,310,2800,9833.214637541083
09-244579,2009-12-12,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4490478430919 43.4223118657972),0,0,0,0,0,16,1,0,0,0,1,0,20,14,0,3,0,0,55,18,83.0,180.0,44,450,1625.0331771309254
09-245131,2009-12-13,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.468089870683 43.439515314608),2,4670.0,0,0,2,16,13,0,5,0,0,0,0,18,0,8,0,0,62,48,222.0,430.0,102,850,2633.352995814253
09-245422,2009-12-13,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4362813663095 43.4412526142412),7,6402.0,0,0,26,66,9,0,37,0,0,0,0,72,0,47,0,0,257,115,504.0,1107.0,210,2050,8560.03900585759
09-245293,2009-12-13,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,05-Dusk,MULTIPOINT (-80.550239634698 43.4323259062408),0,0,0,0,0,12,1,0,1,0,0,0,0,12,0,0,0,0,26,16,81.0,160.0,38,400,1372.2751571926015
09-245331,2009-12-13,03-At intersection,01-Within intersection,INTERSECTION,"07-Fog, mist, smoke, dust",99-Other,MULTIPOINT (-80.50277432026751 43.4597765188086),0,0,3,0,0,55,13,0,0,3,0,0,0,53,1,0,0,0,128,58,238.0,460.0,174,1450,4018.884298318465
09-245610,2009-12-14,01-Non intersection,02-Thru lane,MIDBLOCK,02-Rain,01-Daylight,MULTIPOINT (-80.4638542245133 43.433875675396),0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,22,30,145.0,305.0,96,800,1755.4511319245385
09-245586,2009-12-14,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,03-Dawn,MULTIPOINT (-80.49417405490099 43.4631058559096),0,0,2,0,25,65,27,0,11,2,0,2,0,59,1,7,0,0,201,79,342.0,665.0,171,1700,4832.740996249175
09-245550,2009-12-14,07-Overpass or bridge,12-Off highway,INTERSECTION,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.50237601020829 43.4286112782966),0,0,0,0,0,48,6,0,3,0,1,0,24,43,0,10,0,0,135,56,266.0,560.0,128,1360,5374.262353408887
09-245561,2009-12-14,01-Non intersection,11-Not on roadway - right side,INTERSECTION,"07-Fog, mist, smoke, dust",01-Daylight,MULTIPOINT (-80.44577033776341 43.3951909163447),5,0,0,0,31,63,3,0,21,0,2,0,12,46,0,39,0,0,217,87,331.0,805.0,133,1460,6173.240122651272
09-245917,2009-12-14,01-Non intersection,02-Thru lane,MIDBLOCK,02-Rain,01-Daylight,MULTIPOINT (-80.452679114322 43.4230050141192),0,0,0,0,0,16,3,0,0,0,1,0,0,16,0,0,0,0,36,22,99.0,220.0,66,550,1872.5556554698467
09-246861,2009-12-15,01-Non intersection,10-Not on roadway - left side,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4710640202469 43.4248266559218),0,530.0,1,0,2,4,0,0,2,0,0,0,0,10,0,3,0,0,22,8,43.0,86.0,24,200,952.662146587665
09-246855,2009-12-15,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,05-Dusk,MULTIPOINT (-80.4823780782361 43.4580257059674),7,26388.0,0,0,2,43,29,0,10,0,1,1,0,56,0,23,0,2,167,111,435.0,735.0,258,2200,4740.282211204595
09-246860,2009-12-15,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,"04-Dawn, artificial",MULTIPOINT (-80.4931712457182 43.4388710070444),1,0,0,0,0,26,21,2,11,0,0,0,0,40,0,12,0,0,112,46,225.0,569.0,105,1100,2855.429959957111
09-246556,2009-12-15,01-Non intersection,11-Not on roadway - right side,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.48305084937959 43.4318954442442),0,0,0,0,0,13,10,0,2,0,0,0,0,14,0,5,0,0,44,19,101.0,223.0,60,490,1376.6740499729601
09-246598,2009-12-15,04-At/near private drive,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4643299452554 43.4205324577975),0,0,0,0,55,15,2,0,29,1,0,0,0,17,0,5,0,22,146,54,230.0,629.0,80,900,4350.820945801266
09-246597,2009-12-15,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.49401254660469 43.4527457457265),3,722.0,2,0,0,25,15,0,6,0,0,12,0,39,0,13,0,0,112,45,229.0,384.0,117,1000,2131.698248616088
09-247090,2009-12-15,03-At intersection,03-Left turn lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4471024645613 43.423770734118),0,0,0,0,0,40,5,0,17,0,1,0,20,40,0,29,0,0,152,69,288.0,510.0,147,1280,4886.446233981463
09-248437,2009-12-15,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4965640368769 43.4312634758444),1,9580.0,0,0,9,31,21,0,41,0,1,0,0,56,0,45,0,26,230,168,541.0,1799.0,249,2170,12874.597007451912
09-246518,2009-12-15,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4408069878785 43.4292240247919),0,0,2,0,6,21,4,0,13,0,0,0,0,25,0,12,0,0,83,30,144.0,248.0,84,700,3331.9257348681663
09-246939,2009-12-15,04-At/near private drive,99-Other,MIDBLOCK,06-Strong wind,07-Dark,MULTIPOINT (-80.4348916765485 43.3787036766126),3,0,0,0,2,39,1,0,0,0,0,0,0,40,0,4,0,0,86,86,448.0,1043.0,273,2301,5912.394767678213
09-247107,2009-12-16,04-At/near private drive,09-Right shoulder,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5121044544981 43.4021560618885),0,0,0,0,0,14,0,0,1,0,1,0,0,17,0,1,0,0,34,46,221.0,448.0,102,1140,3078.7640238832605
09-247029,2009-12-16,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.52454591301969 43.4389385240367),0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,26,20,99.0,200.0,54,500,1771.4282781449579
09-247155,2009-12-16,01-Non intersection,08-Left shoulder,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.42622279333369 43.4509919395288),0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,15,15,72.0,172.0,48,400,1026.3191644458857
09-246807,2009-12-16,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,07-Dark,MULTIPOINT (-80.4761924540061 43.4730275738557),0,4006.0,2,0,3,50,12,0,1,2,0,0,0,43,1,2,0,0,116,65,269.0,543.0,171,1450,5725.943227348117
09-246788,2009-12-16,03-At intersection,10-Not on roadway - left side,INTERSECTION,03-Snow,"02-Daylight, artificial",MULTIPOINT (-80.5280580242988 43.4331324844181),0,0,0,0,0,13,5,0,4,0,0,0,0,17,0,4,0,0,43,20,83.0,200.0,48,500,2238.455385737432
09-247836,2009-12-17,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4918407299816 43.4126477668528),0,0,0,0,56,31,2,0,30,1,1,0,28,26,0,5,0,22,202,72,325.0,749.0,112,1340,4969.586667889505
09-247625,2009-12-17,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4889980132553 43.429537631366),1,9580.0,0,0,9,20,13,0,27,0,0,0,0,32,0,28,0,26,155,146,444.0,1589.0,210,1760,11019.087473254192
09-248173,2009-12-17,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5118084703177 43.4431511021715),3,21994.0,1,5,47,58,58,12,41,2,0,5,0,85,0,103,15,3,435,195,692.0,1270.0,241,2550,7879.172048640002
09-249035,2009-12-18,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4946906933861 43.4395878454611),1,0,0,0,0,29,21,2,11,0,0,0,0,42,0,12,0,0,117,48,234.0,587.0,111,1150,3039.9283189605985
09-248502,2009-12-18,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4500599549127 43.4574861108764),7,6402.0,0,0,23,46,9,0,34,0,0,0,0,53,0,45,0,0,210,95,404.0,911.0,186,1550,6606.645079586743
09-249624,2009-12-19,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.47813492666241 43.4589180883484),7,60358.0,1,0,1,38,43,2,13,0,0,0,0,54,0,19,0,0,171,158,544.0,1014.0,229,1950,8258.960958749643
09-249066,2009-12-19,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4894188971376 43.4244141759706),9,45744.0,2,0,38,47,22,0,56,1,0,0,8,62,0,56,0,11,303,247,937.0,2347.0,384,3600,14938.895598000374
09-248810,2009-12-19,01-Non intersection,10-Not on roadway - left side,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.51913953482 43.4013753425486),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,73.0,154.0,48,400,810.5481373579702
09-251216,2009-12-21,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4386834304063 43.4317906306655),7,58274.0,0,0,0,44,21,0,9,1,0,3,12,66,0,15,0,0,171,174,622.0,1067.0,243,2300,5966.961574694647
09-249921,2009-12-21,01-Non intersection,11-Not on roadway - right side,INTERSECTION,01-Clear,"04-Dawn, artificial",MULTIPOINT (-80.4674946630256 43.4668843052427),2,0,3,0,10,32,9,0,8,2,0,0,0,34,1,5,0,0,104,69,301.0,1067.0,148,1450,7408.641365275408
09-250233,2009-12-21,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.48081303639169 43.4460842194137),15,247638.0,2,0,1,53,19,0,25,0,1,25,0,78,0,39,0,0,243,195,760.0,2427.0,322,2900,10207.951997124974
