OBJECTID,TRAFFICMARKINGID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CATEGORY,SUBCATEGORY,LOCATION_DESCRIPTION,LAST_YEAR_PAINTED,TIME_OF_WORK,ROADSEGMENTID,OWNERSHIP,Shape__Length
50441,63544,2019/02/13 12:43:04+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,10.9465812205891
50442,63545,2019/02/13 12:43:06+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,14.6840425662273
50443,63546,2019/02/13 12:43:28+00,2019/11/27 08:43:17+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,17.5160064036496
50444,63547,2019/02/13 12:43:31+00,2019/11/27 08:43:31+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,13.1024832691709
50445,63548,2019/02/13 12:43:57+00,2019/11/27 08:43:12+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,17.9932071840624
50446,63549,2019/02/13 12:44:01+00,2019/11/27 08:43:06+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,24.6569219145694
50447,63550,2019/02/13 12:44:52+00,2019/11/27 08:43:17+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,KITCHENER,13.183588963149
50448,63551,2019/02/13 12:45:09+00,2019/11/27 08:43:31+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,KITCHENER,14.9632183290592
50449,63552,2019/02/13 12:45:12+00,2019/11/27 08:43:31+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,KITCHENER,14.4222250779408
50450,63553,2019/02/13 12:45:17+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,KITCHENER,14.8297496791208
50451,63554,2019/02/13 12:47:00+00,2019/11/27 08:43:23+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,25.0422177097915
50452,63555,2019/02/13 12:47:02+00,2019/11/27 08:43:09+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,22.8365286378741
50454,63557,2019/02/13 12:47:06+00,2019/11/27 08:43:12+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,KITCHENER,20.3899694338991
50455,63558,2019/02/13 12:48:40+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,3.92030384680303
50456,63559,2019/02/13 12:48:44+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,5.40720598823721
50457,63560,2019/02/13 12:48:52+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.71221622134695
50458,63561,2019/02/13 12:48:58+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,20.2903582432214
50459,63562,2019/02/13 12:49:00+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,21.6463854551531
50460,63563,2019/02/13 12:49:08+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.56243757830072
50461,63564,2019/02/13 12:49:21+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,98.3516044199546
50462,63565,2019/02/13 12:49:28+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,26.3426151710241
50463,63566,2019/02/13 12:49:34+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,101.556855841115
50464,63567,2019/02/13 12:50:15+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.75468096685105
50465,63568,2019/02/13 12:50:22+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,23.6881740655516
50466,63569,2019/02/13 12:50:24+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.2080041124355
50467,63570,2019/02/13 12:50:29+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.27756323055545
50468,63571,2019/02/13 12:50:32+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.40787521407572
50469,63572,2019/02/13 12:50:36+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,43.1732503395556
50470,63573,2019/02/13 12:50:43+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,44.9310886878112
50471,63574,2019/02/13 12:50:53+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.0472664488367
50472,63575,2019/02/13 12:50:56+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,23.2803334516796
50473,63576,2019/02/13 12:51:08+00,2019/11/27 08:43:20+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,KITCHENER,9.70172556147166
50474,63577,2019/02/13 12:51:13+00,2019/11/27 08:43:31+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,SHARROW,,,,,,KITCHENER,13.393012749594
50475,63578,2019/02/13 12:51:25+00,2019/11/27 08:43:31+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,KITCHENER,29.7318780675995
50476,63579,2019/02/13 12:51:32+00,2019/11/27 08:43:12+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,BIKE/EDGE LINE,,,,,,KITCHENER,48.5441668889879
50477,63580,2019/02/13 12:51:48+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.95282268717417
50478,63581,2019/02/13 12:51:52+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.19254272564884
50479,63582,2019/02/13 12:51:54+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,3.94804680985752
50480,63583,2019/02/13 12:53:36+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,175.597422044274
50481,63584,2019/02/13 12:53:53+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.91408874035382
50482,63585,2019/02/13 12:53:57+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.93530440878351
50483,63586,2019/02/13 12:54:01+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.98902923843085
50484,63587,2019/02/13 12:54:03+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.11967655787906
50487,63590,2019/02/13 12:54:50+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,95.3953935847636
50488,63591,2019/02/13 12:55:01+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,126.191476154044
50489,63592,2019/02/13 12:55:08+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.67940853797617
50491,63594,2019/02/13 12:55:38+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,44.3240614344226
50493,63596,2019/02/13 12:55:43+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,42.9374157614265
50494,63597,2019/02/13 12:56:21+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,5.49398505508878
50495,63598,2019/02/13 12:56:22+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.1926379857592
50497,63600,2019/02/13 12:56:39+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.8299005709294
50498,63601,2019/02/13 12:56:42+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.20201140805938
50499,63602,2019/02/13 12:56:49+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,68.8062973208432
50500,63603,2019/02/13 12:56:57+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,143.091356286236
50501,63604,2019/02/13 12:57:02+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.55573740352357
50502,63605,2019/02/13 12:57:04+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.48257275952128
50503,63606,2019/02/13 12:57:20+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,161.885068330729
50504,63607,2019/02/13 12:57:26+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.84741507219396
50505,63608,2019/02/13 12:57:32+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,4.60117091338052
50506,63609,2019/02/13 12:57:49+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,20.3738226118089
50507,63610,2019/02/13 12:57:53+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,19.7742294951954
50508,63611,2019/02/13 12:57:56+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,26.2178855110067
50509,63612,2019/02/13 12:57:59+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,25.2749980494135
50510,63613,2019/02/13 12:58:05+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,21.5771607920038
50511,63614,2019/02/13 12:58:10+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,15.5503030556623
50512,63615,2019/02/13 12:58:13+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,25.6128479943377
50513,63616,2019/02/13 12:58:16+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,21.163989361479
50514,63617,2019/02/13 12:58:32+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,8.95589786835759
50516,63620,2019/02/13 12:59:01+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,235.852481277393
50519,63623,2019/02/13 13:00:05+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,131.086753839749
50520,63624,2019/02/13 13:00:22+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,89.3546122265458
50521,63625,2019/02/13 13:00:36+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,73.4884171344043
50522,63626,2019/02/13 13:00:43+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.1490922211151
50523,63627,2019/02/13 13:00:49+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.72243282458587
50524,63628,2019/02/13 13:00:54+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.89636112542374
50525,63629,2019/02/13 13:01:36+00,2019/11/27 19:33:58+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,2019/11/25 00:00:00+00,STOP LINE,,JOSEPH ST TO VICTORIA ST S,,,,REGION,6.30183599811468
50526,63630,2019/02/13 13:01:38+00,2019/11/27 19:33:58+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,2019/11/25 00:00:00+00,STOP LINE,,JOSEPH ST TO VICTORIA ST S,,,,REGION,5.00625036270874
50528,63632,2019/02/13 13:01:46+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,50.3739233245886
50529,63633,2019/02/13 13:01:49+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,54.3771795279859
50531,63635,2019/02/13 13:01:55+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,32.5535843171235
50533,63637,2019/02/13 13:02:03+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,52.2282494600538
50535,63639,2019/02/13 13:02:50+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,9.41479988272156
50536,63640,2019/02/13 13:02:53+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,4.02405332724481
50537,63641,2019/02/13 13:03:15+00,2019/11/27 19:33:58+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,2019/11/25 00:00:00+00,TURNING ARROW,,JOSEPH ST TO VICTORIA ST S,,,,REGION,4.02997594090664
50538,63642,2019/02/13 13:04:17+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,256.031427517526
50539,63643,2019/02/13 13:04:29+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,100.268257815447
50540,63644,2019/02/13 13:04:41+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,109.863767076105
50541,63645,2019/02/13 13:05:07+00,2019/11/26 20:35:33+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,OAK ST AT VICTORIA ST S,,,,REGION,16.0232554362141
50542,63646,2019/02/13 13:05:28+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,79.3625301033547
50543,63647,2019/02/13 13:05:35+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.9229240487556
50544,63648,2019/02/13 13:05:41+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.83672833287392
50545,63649,2019/02/13 13:05:56+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.75484125030251
50546,63650,2019/02/13 13:06:02+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,13.369753018881
50547,63651,2019/02/13 13:06:07+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,12.8088462793658
50550,63654,2019/02/13 13:06:51+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:52+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,48.4701284913584
50551,63655,2019/02/13 13:06:54+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,49.1177327407607
50555,63659,2019/02/13 13:07:23+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,TURNING ARROW,,,,,,REGION,3.76890916473067
50556,63660,2019/02/13 13:09:01+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,77.692335309843
50557,63661,2019/02/13 13:09:06+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,52.1860136664038
50558,63662,2019/02/13 13:09:13+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,42.0533115292266
50559,63663,2019/02/13 13:09:19+00,2019/11/26 20:35:33+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,MICHAEL ST AT VICTORIA ST S,,,,REGION,14.9270659743959
50560,63664,2019/02/13 13:09:21+00,2019/11/26 20:35:33+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,MICHAEL ST AT VICTORIA ST S,,,,REGION,20.7945675088284
50561,63665,2019/02/13 13:09:26+00,2019/11/27 15:30:49+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,MICHAEL ST AT VICTORIA ST S,,,,REGION,6.5758161548228
50562,63666,2019/02/13 13:09:33+00,2019/11/26 20:35:32+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,BRAMMST AT VICTORIA ST S,,,,REGION,20.122226205612
50563,63667,2019/02/13 13:09:35+00,2019/11/26 20:35:33+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,BRAMMST AT VICTORIA ST S,,,,REGION,14.7117238923892
50564,63668,2019/02/13 13:09:38+00,2019/11/27 15:30:49+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,BRAMMST AT VICTORIA ST S,,,,REGION,5.64180423015522
50565,63669,2019/02/13 13:09:45+00,2019/11/26 20:35:32+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,MICHAEL ST AT VICTORIA ST S,,,,KITCHENER,21.9524347865105
50566,63670,2019/02/13 13:10:06+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,62.7948801405502
50567,63671,2019/02/13 13:10:16+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,67.0074844373172
50568,63672,2019/02/13 13:10:26+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,69.0795310502039
50570,63674,2019/02/13 13:10:52+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,102.791070065836
50571,63675,2019/02/13 13:11:00+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,118.255204155262
50572,63676,2019/02/13 13:11:21+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,114.726140672367
50573,63677,2019/02/13 13:11:32+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,LANE DIVIDER,,,,,,REGION,108.667539814381
50574,63678,2019/02/13 13:11:39+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,9.24004024023269
50575,63679,2019/02/13 13:11:59+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CENTRE LINE,,,,,,REGION,107.85155959777
50576,63680,2019/02/13 13:12:04+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,STOP LINE,,,,,,REGION,9.63241332385299
50577,63681,2019/02/13 13:12:36+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,19.6948227560891
50578,63682,2019/02/13 13:12:40+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:56+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,19.6475454185524
50579,63683,2019/02/13 13:12:42+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,21.6182781960351
50580,63684,2019/02/13 13:12:44+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:23:05+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,25.5016243567077
50581,63685,2019/02/13 13:12:48+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,22.3240352296843
50582,63686,2019/02/13 13:12:51+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:55+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,18.736061163863
50583,63687,2019/02/13 13:12:55+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,24.8357740091785
50584,63688,2019/02/13 13:12:58+00,2019/11/26 15:56:48+00,ACTIVE,2019/11/25 14:22:59+00,ORTHO 2018,1970/01/01 00:00:00+00,CROSSWALK LINE,,,,,,REGION,23.9691211612439
