,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
2830,ROBERT FERRIE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,79.924962649267
2831,ROBERT FERRIE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,21.768460182980103
2832,CRANSHAW ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,79.1077755059436
2833,LANCASTER ST E,2,ROAD,MAJOR,7.0,11.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,179.66404120908797
2834,LANCASTER ST E,2,ROAD,MAJOR,7.0,11.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,18.010798625820197
2835,MARKWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2001.0,103.18245522595501
2836,DODGE DR,2,ROAD,MINOR,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1870.0,511.181850006402
2837,THERESA ST,1,ROAD,LOCAL,8.0,13.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2005.0,272.584269860703
2838,SCHNEIDER AVE,2,ROAD,LOCAL,6.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,155.912504794972
2839,WETLAND WAY,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,194.468249817889
2840,CLIFFORD RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1946.0,62.9378279822655
2841,VANIER DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1959.0,111.627086744315
2842,VANIER DR,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1954.0,224.4964207063
2843,CHEROKEE CRT,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1978.0,78.17176148557691
2844,WESTFOREST TRAIL,2,ROAD,MINOR,11.0,24.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1989.0,28.861503070473297
2845,KINZIE AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1998.0,141.282239993824
2846,HALLS LANE W,1,ROAD,LANE,5.0,50.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1854.0,177.372388802239
2847,SHANLEY ST,2,ROAD,LOCAL,7.0,17.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,85.7623797824172
2848,STEWART ST,2,ROAD,LOCAL,7.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,152.097103337179
2849,ROCHEFORT ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,79.2855737233938
2850,PIONEER TOWER CRES,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1998.0,133.532236766626
2851,WABANAKI DR,4,ROAD,MINOR,14.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,114.41533639397899
2852,ERINBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1995.0,141.56563225755102
2853,WHITNEY PL,2,ROAD,LOCAL,7.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1885.0,216.968083150315
2854,CORFIELD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,55.944190136916106
2855,EDENBRIDGE DR,2,ROAD,MINOR,10.0,23.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1986.0,77.3977548355693
2856,WILSON AVE,3,ROAD,MINOR,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,102.35974613161699
2857,KINGSWAY DR,2,ROAD,MINOR,10.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,241.470553546225
2858,WESTCHESTER PL,1,BULB,LOCAL,10.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1976.0,82.1321311101986
2859,SUSAN CRT,1,BULB,LOCAL,9.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1994.0,76.9686160111328
2860,KRUG ST,2,ROAD,MAJOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,99.72590686486441
2861,QUEENS BLVD,4,ROAD,MAJOR,13.0,20.0,PAVED,TwoWay,PAVED,3,40,NO ACCESS,Y,1966.0,179.390799738419
2862,DOON VILLAGE RD,2,ROAD,MINOR,6.0,31.0,PAVED,TwoWay,PAVED,3,40,NO ACCESS,N,1963.0,63.0366832954382
2863,DOON VILLAGE RD,2,ROAD,MINOR,7.0,27.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,2005.0,203.836186188264
2864,VICTORIA ST N,5,ROAD,MAJOR,19.0,44.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,391.162946722094
2865,DOON VILLAGE RD,4,ROAD,MINOR,17.0,30.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1988.0,58.0114556797744
2866,DOON VILLAGE RD,2,ROAD,MINOR,6.0,30.0,PAVED,TwoWay,PAVED,7,40,NO ACCESS,N,1860.0,185.58453335119597
2867,DOON VILLAGE RD,2,ROAD,MINOR,6.0,30.0,PAVED,TwoWay,PAVED,7,50,NO ACCESS,N,1855.0,472.482017024171
2868,DOON SOUTH DR,3,ROAD,MINOR,16.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,159.508374486923
2869,HILLSBOROUGH CRES,2,ROAD,LOCAL,7.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,325.590609909104
2870,QUEENS BLVD,2,ROAD,MAJOR,9.0,18.0,PAVED,ToFrom,PAVED,3,50,NO ACCESS,Y,1913.0,92.14744886453991
2871,QUEENS BLVD,2,ROAD,MAJOR,14.0,35.0,PAVED,FromTo,PAVED,3,50,NO ACCESS,Y,1913.0,45.7630115935485
2872,BRIERDALE PL,1,BULB,LOCAL,8.0,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1986.0,75.0091099055408
2873,HIGHLAND RD W,5,ROAD,MAJOR,19.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,298.897610690435
2874,HIGHLAND RD W,4,ROAD,MAJOR,17.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,115.48032613942699
2875,WESTMOUNT RD W,6,ROAD,MAJOR,21.0,30.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,120.110433617624
2876,STOKE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1979.0,348.833464262416
2877,APPALACHIAN CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,653.011642044618
2878,FISCHER HALLMAN RD,6,ROAD,MAJOR,12.0,36.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,434.86954280987703
2879,OLD CARRIAGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,260.377763186534
2880,WESTWOOD CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1966.0,382.424289294965
2881,WILLIAMSBURG RD,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,1988.0,41.938284562684295
2882,QUEENSTON DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,203.436299627964
2883,BRANDON AVE,1,BULB,LOCAL,8.0,20.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1863.0,84.91061327097991
2884,FERGUS AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1947.0,197.14147016488602
2885,WALTON AVE,2,ROAD,MINOR,9.0,24.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2005.0,125.009938815373
2886,KIPLING AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1949.0,154.787359286846
2887,ROSEMOUNT DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,116.738924813008
2888,CORONET LANE,2,ROAD,LANE,10.0,12.0,PAVED,TwoWay,PAVED,8,50,NO ACCESS,N,1958.0,296.343787691631
2889,BRIARMEADOW DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,2001.0,81.65024900248291
2890,QUEEN ST S,2,ROAD,MAJOR,9.0,14.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,54.0643054878657
2891,HURON RD,4,ROAD,MAJOR,8.0,41.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-SUN,N,,51.8105034496202
2892,PEBBLECREEK DR,2,ROAD,LOCAL,8.0,22.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,76.45287126727841
2893,HURON RD,4,ROAD,MAJOR,8.0,41.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-SUN,N,,68.6895553261862
2894,WEICHEL ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,106.636774836441
2895,NYBERG ST,1,ROAD,LOCAL,7.0,20.0,PAVED,ToFrom,PAVED,6,50,NO ACCESS,N,1915.0,174.200157394501
2896,WATERLOO ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,96.58905804545459
2897,CONWAY DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1966.0,105.90609472855999
2898,WESTCHESTER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,87.96910559715599
2899,HOWARD PL,1,BULB,LOCAL,9.0,9.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2007.0,151.9850927478
2900,FIFTH AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,414.924066653358
2901,TRAYNOR AVE,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1998.0,228.23795648974
2902,LANDGREN CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,87.2096993942618
2903,WESTFOREST TRAIL,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1989.0,297.77880516460203
2904,WESTFOREST TRAIL,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1989.0,156.95116106885
2905,GREENBROOK DR,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,90.53402466031972
2906,RADCLIFFE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,89.53088561365641
2907,PERKELL PL,2,ROAD,LOCAL,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1954.0,216.336829508705
2908,SIEBERT AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1982.0,125.783181347799
2909,BONNYBANK CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,132.344458581053
2910,UNIVERSITY AVE W,3,ROAD,MAJOR,18.0,40.0,PAVED,TwoWay,PAVED,0,50,NO ACCESS,Y,0.0,391.138503694216
2911,CAPRICE CRT,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1988.0,119.33330729596399
2912,CAMROSE CRT,2,ROAD,LOCAL,12.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1986.0,156.550578514057
2913,LENNOX CRES,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1979.0,121.30098516683998
2914,FIELD SPARROW CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,235.447122927454
2915,SANDSPRINGS CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,195.04707851061798
2916,ERINBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1977.0,86.224188766185
2917,ACTIVA AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1997.0,245.15101659617298
2918,MATTHEW CRT,1,BULB,LOCAL,10.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1976.0,85.0093661857096
2919,SHERWOOD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1953.0,105.382686167603
2920,SUFFOLK AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,93.8180828641307
2921,SUFFOLK AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,111.96458735428499
2922,SHERWOOD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,40,NO ACCESS,N,1954.0,137.526543038827
2923,KENSINGTON AVE,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1954.0,89.8890721940957
2924,SMITHSON ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1953.0,98.1416750356234
2925,BECKER ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1950.0,98.04003700434531
2926,BECKER ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1950.0,99.5797715406618
2927,CAMBRIDGE AVE,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,101.30053855392099
2928,PERKELL PL,1,BULB,LOCAL,11.0,37.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1954.0,65.4828010934296
2929,FALLING GREEN CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,461.379188818539
2930,FERGUS AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1952.0,89.05384425154949
2931,THALER AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1858.0,143.206171992619
2932,BLOOMINGDALE RD,2,ROAD,LOCAL,5.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,131.260717239469
2933,DANIEL AVE,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1948.0,316.887862351267
2934,LANCASTER ST E,2,ROAD,MAJOR,6.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,74.99500705348609
2935,DUKE ST E,2,ROAD,MAJOR,8.0,15.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,94.6048280408913
2936,LORNE CRES,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,94.75864386530421
2937,HAWKSWOOD DR,2,ROAD,MINOR,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2001.0,176.955272627442
2938,SPRINGMOUNT PL,1,BULB,LOCAL,12.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1987.0,73.2704913992449
2939,WESTFOREST TRAIL,2,ROAD,MINOR,9.0,18.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1989.0,91.8024117616548
2940,SCENIC DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1962.0,212.26465191143
2941,GRAND RIVER BLVD,2,ROAD,MINOR,10.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,208.70218652518798
2942,VIEWMONT CLOSE,1,BULB,LOCAL,9.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1967.0,83.20085809039429
2943,MICHAEL ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1859.0,205.02340135670798
2944,THOMAS SLEE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1998.0,98.1450655523736
2945,JOSHUA ST,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,233.204424864712
2946,PIONEER TOWER CRES,2,ROAD,LOCAL,12.0,15.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,277.931128392995
2947,BLACK MAPLE CRT,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,49.238286158121205
2948,HERITAGE DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,N,1977.0,85.6646366359793
2949,SMETANA DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1983.0,68.66850608588321
2950,DEERWOOD CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,379.702842429197
2951,WESTWOOD DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,2001.0,146.529148145566
2952,BRAUN ST,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,156.581664612249
2953,THE CRESTWAY,1,BULB,LOCAL,7.0,23.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1953.0,72.7439720585823
2954,THE KIRKSWAY,1,BULB,LOCAL,12.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1953.0,48.2635183161986
2955,HAVENWOOD CRT,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1985.0,74.07516732500541
2956,ISLINGTON AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1954.0,129.229961541684
2957,PARKHILL CRT,1,BULB,LOCAL,11.0,46.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1966.0,85.19891684613
2958,DRIFTWOOD DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,40,NO ACCESS,Y,2001.0,52.5021833155331
2959,BRIAR KNOLL DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,141.53019776378
2960,FORESTWOOD DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2000.0,110.724061241192
2961,PATTANDON AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1951.0,49.7796652000611
2962,RIVERBEND DR,2,ROAD,MAJOR,8.0,18.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,361.13424324324205
2963,GUELPH ST,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,405.731959136466
2964,FALCONRIDGE DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2001.0,161.754860935603
2965,BORDEN AVE S,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,2003.0,92.422688104291
2966,BENESFORT CRT,1,BULB,LOCAL,15.0,29.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1990.0,72.81397362559629
2967,CONNELLY DR,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,452.975594013305
2968,STIRLING AVE S,1,ROAD,MINOR,14.0,47.0,PAVED,FromTo,PAVED,6,50,24HR,N,1861.0,116.214635437009
2969,WARREN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1959.0,91.92800069327909
2970,STONYBROOK DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,89.63638402838758
2971,BIRCHCLIFF AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1959.0,84.5738433642358
2972,APPLEBY ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,134.672275252411
2973,GLENVISTA DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,214.92628118782397
2974,DEER RIDGE DR,2,ROAD,MINOR,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,106.59719493458401
2975,GREENFIELD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,81.4274675402344
2976,DEER RIDGE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,1,50,NO ACCESS,N,1998.0,209.49769548862
2977,DEER RIDGE DR,2,ROAD,MINOR,9.0,21.0,PAVED,TwoWay,PAVED,1,50,NO ACCESS,N,1998.0,45.262725030987205
2978,DEER RIDGE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,1,50,NO ACCESS,N,1998.0,132.204115514957
2979,PARKVALE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2007.0,306.400979131632
2980,PARKVALE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2007.0,97.5496756288591
2981,TAGGE CRES,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1989.0,309.984508278984
2982,SORRENTO ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,237.88026541772203
2983,CHANDOS CRT,1,BULB,LOCAL,12.0,18.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2005.0,90.542359151564
2984,WILSON AVE,2,ROAD,LOCAL,12.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1953.0,61.09476138267161
2985,MAYWOOD RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,81.1812799748964
2986,THOMAS SLEE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1998.0,161.135645485087
2987,BLAIR CREEK DR,2,ROAD,MINOR,9.0,24.8,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,370.489919632713
2988,LANCASTER ST W,4,ROAD,MAJOR,14.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,63.7264411927241
2989,CEDAR ST N,2,ROAD,MAJOR,12.0,17.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,29.9524502840917
2990,HIGHLAND RD E,2,ROAD,MAJOR,11.0,25.0,PAVED,TwoWay,PAVED,3,50,7-7 MON-SUN,N,1948.0,96.7640103658707
2991,JACKSON AVE,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,90.73355999604
2992,HOMER WATSON BLVD,4,ROAD,MAJOR,11.0,55.0,NONE,TwoWay,PAVED,6,50,7-7 MON-SUN,N,,310.132997527834
2993,UNION BLVD,4,ROAD,MINOR,11.0,23.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,85.78572455392109
2994,ERINBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1985.0,90.0130089505324
2995,COBBLESTONE ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1980.0,155.054648094489
2996,FARRIER DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,116.662117020816
2997,KING ST W,2,ROAD,MAJOR,13.0,19.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,66.3750293891749
2998,BYRON AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,177.201673540922
2999,BROADMOOR AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,287.080264798711
3000,FLORAL CRES,1,BULB,LOCAL,10.0,30.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,,56.2991749448114
3001,HUDSON CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1965.0,459.13192368975194
3002,BRECKENRIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1970.0,571.179635931288
3003,HICKSON DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,221.235347951339
3004,KRUG ST,2,ROAD,MAJOR,12.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,134.368407373884
3005,ETHEL ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1938.0,114.59531099217199
3006,WASHBURN DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2001.0,729.245332267627
3007,SOUTHDALE AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1959.0,400.487268047289
3008,WESTFOREST TRAIL,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1989.0,104.354468752684
3009,CHANDOS CRT,2,ROAD,LOCAL,12.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,63.257740225584
3010,OVERLEA DR,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1966.0,81.6262571168933
3011,MARLBOROUGH AVE,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1913.0,99.62784171877891
3012,HILLBROOK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1971.0,526.409039265121
